text_id,variant,replicate,condition,reference_text,transcript,audio_path
critical_05,baseline,0,clean,"Sara Khan, your Thursday appointment is at four ten p m, your payment of ninety dollars is due by September third, and your reference code is six two seven five. Do not change the date.","SARACON, your Thursday appointment is at 4.10 pm, your payment of $90 is due by September 3rd, and your reference code is 6275. Do not change the date.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_05_baseline_r0_clean.wav
critical_05,baseline,0,competing_speech_-5dB,"Sara Khan, your Thursday appointment is at four ten p m, your payment of ninety dollars is due by September third, and your reference code is six two seven five. Do not change the date.","SARA-CON, your Thursday appointment is at 4pm, your payment is $90, due by September 3rd, your reference code is 6275, do not change the date.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_05_baseline_r0_competing_speech_-5dB.wav
critical_05,baseline,1,clean,"Sara Khan, your Thursday appointment is at four ten p m, your payment of ninety dollars is due by September third, and your reference code is six two seven five. Do not change the date.","Sarah Khan, your Thursday appointment is at 4.10 pm, your payment of $90 is due by September 3rd, and your reference code is 6275. Do not change the date.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_05_baseline_r1_clean.wav
critical_05,baseline,1,competing_speech_-5dB,"Sara Khan, your Thursday appointment is at four ten p m, your payment of ninety dollars is due by September third, and your reference code is six two seven five. Do not change the date.","Sarah Khan, your Thursday appointment is at... Song of Myself, Section 51, by Walt Whitman, read for LibraVox.org, by Alan Davis Gray.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_05_baseline_r1_competing_speech_-5dB.wav
critical_05,clauses,0,clean,Sara Khan. Your appointment is Thursday. The time is four ten p m. Pay ninety dollars by September third. Your reference code is six two seven five. Do not change the date.,Sara Khan your appointment is Thursday. The time is 4 10 p.m. Pay $90 by September 3rd Your reference code is 6 2 7 5 do not change the date,/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_05_clauses_r0_clean.wav
critical_05,clauses,0,competing_speech_-5dB,Sara Khan. Your appointment is Thursday. The time is four ten p m. Pay ninety dollars by September third. Your reference code is six two seven five. Do not change the date.,Sara Khan your appointment song of myself Section 51 for 10 by Walt Whitman read for Libra Vox org by Alan Davis Drake 75 do not change the past,/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_05_clauses_r0_competing_speech_-5dB.wav
critical_05,clauses,1,clean,Sara Khan. Your appointment is Thursday. The time is four ten p m. Pay ninety dollars by September third. Your reference code is six two seven five. Do not change the date.,"SARAH CON, your appointment is Thursday. The time is 4.10 p.m. Pay $90 by September 3rd. Your reference code is 6275. Do not change the date.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_05_clauses_r1_clean.wav
critical_05,clauses,1,competing_speech_-5dB,Sara Khan. Your appointment is Thursday. The time is four ten p m. Pay ninety dollars by September third. Your reference code is six two seven five. Do not change the date.,Sorry con your appointment is song of myself the time section 51 by Walt Whitman 90 dollars for Libra box org by Alan your reference code is 6275 the past do not change the date,/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_05_clauses_r1_competing_speech_-5dB.wav
critical_05,repeat,0,clean,"Sara Khan, your Thursday appointment is at four ten p m, your payment of ninety dollars is due by September third, and your reference code is six two seven five. Do not change the date. Again, your reference code is six two seven five.","Sara Khan, your Thursday appointment is at 4, 10 p.m. Your payment of $90 is due by September 3rd, and your reference code is 6275. Do not change the date. Again, your reference code is 6275.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_05_repeat_r0_clean.wav
critical_05,repeat,0,competing_speech_-5dB,"Sara Khan, your Thursday appointment is at four ten p m, your payment of ninety dollars is due by September third, and your reference code is six two seven five. Do not change the date. Again, your reference code is six two seven five.","SARA CON, your Thursday appointment is at 4pm, your payment of $90 is due by September 3rd, and your reference code is 6275. Do not change the date. Again, your reference code is 6275.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_05_repeat_r0_competing_speech_-5dB.wav
critical_05,repeat,1,clean,"Sara Khan, your Thursday appointment is at four ten p m, your payment of ninety dollars is due by September third, and your reference code is six two seven five. Do not change the date. Again, your reference code is six two seven five.","Sarah Khan, your Thursday appointment is at 4.10 pm, your payment of $90 is due by September 3rd, and your reference code is 6275. Do not change the date. Again, your reference code is 6275.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_05_repeat_r1_clean.wav
critical_05,repeat,1,competing_speech_-5dB,"Sara Khan, your Thursday appointment is at four ten p m, your payment of ninety dollars is due by September third, and your reference code is six two seven five. Do not change the date. Again, your reference code is six two seven five.","Sarah Khan, your Thursday appointment is at 4pm, your payment of $70 is billed by September 3rd, your reference code is 6275. Do not change the date. Again, your reference code is 6275.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_05_repeat_r1_competing_speech_-5dB.wav
critical_05,slow,0,clean,"Sara Khan, your Thursday appointment is at four ten p m, your payment of ninety dollars is due by September third, and your reference code is six two seven five. Do not change the date.","Sarah Khan, your Thursday appointment is at 4.10 pm. Your payment of $90 is due by September 3rd and your reference code is 6275. Do not change the date.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_05_slow_r0_clean.wav
critical_05,slow,0,competing_speech_-5dB,"Sara Khan, your Thursday appointment is at four ten p m, your payment of ninety dollars is due by September third, and your reference code is six two seven five. Do not change the date.","Sarah Khan, your Thursday appointment is from 10pm. Your payment of $90 is due by September 3rd. Your reference card is 6275. Do not change the date.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_05_slow_r0_competing_speech_-5dB.wav
critical_05,slow,1,clean,"Sara Khan, your Thursday appointment is at four ten p m, your payment of ninety dollars is due by September third, and your reference code is six two seven five. Do not change the date.",Sarah Khan. Your Thursday appointment is at 4 10 p.m. Your payment of $90 is due by September 3rd and your reference code is 6275. Do not change the date.,/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_05_slow_r1_clean.wav
critical_05,slow,1,competing_speech_-5dB,"Sara Khan, your Thursday appointment is at four ten p m, your payment of ninety dollars is due by September third, and your reference code is six two seven five. Do not change the date.",Sarah Khan your Thursday song of myself at section 51 By Walt Whitman read for Libra Vox org by Alan Davis Drake six two seven five Do not change the past,/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_05_slow_r1_competing_speech_-5dB.wav
critical_06,baseline,0,clean,"Omar Reed, your Saturday appointment is at eleven fifty a m, your payment of fifty dollars is due by October twelfth, and your reference code is nine three five eight. Do not cancel the delivery.","Omar Reed, your Saturday appointment is at 11.50 a.m., your payment of $50 is due by October 12, and your reference code is 9358. Do not cancel the delivery.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_06_baseline_r0_clean.wav
critical_06,baseline,0,competing_speech_-5dB,"Omar Reed, your Saturday appointment is at eleven fifty a m, your payment of fifty dollars is due by October twelfth, and your reference code is nine three five eight. Do not cancel the delivery.","Omar Reed, your Saturday appointment is at 11.50 AM, the payment of $50 is due by October 12, and your reference code is 9358. Do not cancel the delivery.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_06_baseline_r0_competing_speech_-5dB.wav
critical_06,baseline,1,clean,"Omar Reed, your Saturday appointment is at eleven fifty a m, your payment of fifty dollars is due by October twelfth, and your reference code is nine three five eight. Do not cancel the delivery.","Omar Reed, your Saturday appointment is at 11.50 a.m., your payment of $50 is due by October 12th, and your reference code is 9358. Do not cancel the delivery.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_06_baseline_r1_clean.wav
critical_06,baseline,1,competing_speech_-5dB,"Omar Reed, your Saturday appointment is at eleven fifty a m, your payment of fifty dollars is due by October twelfth, and your reference code is nine three five eight. Do not cancel the delivery.","Omar Reed, your Saturday appointment is at 11 p.m. Your payment at $50 is due by October 12th when your reference code is 93858. Do not cancel the delivery.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_06_baseline_r1_competing_speech_-5dB.wav
critical_06,clauses,0,clean,Omar Reed. Your appointment is Saturday. The time is eleven fifty a m. Pay fifty dollars by October twelfth. Your reference code is nine three five eight. Do not cancel the delivery.,"Omar Reed, your appointment is Saturday. The time is 11.50 a.m. Pay $50 by October 12th. Your reference code is 935A. Do not cancel the delivery.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_06_clauses_r0_clean.wav
critical_06,clauses,0,competing_speech_-5dB,Omar Reed. Your appointment is Saturday. The time is eleven fifty a m. Pay fifty dollars by October twelfth. Your reference code is nine three five eight. Do not cancel the delivery.,"Omar Reed, your appointment is Saturday. The time is 11.56 a.m. Section 51 by Walt Whitman. Read for LibriVox.org by Alan Davis-Straight. Do not cancel the delivery.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_06_clauses_r0_competing_speech_-5dB.wav
critical_06,clauses,1,clean,Omar Reed. Your appointment is Saturday. The time is eleven fifty a m. Pay fifty dollars by October twelfth. Your reference code is nine three five eight. Do not cancel the delivery.,"Omar Reed, your appointment is Saturday. The time is 11.50 a.m. Pay $50 by October 12th. Your reference code is 9358. Do not cancel the delivery.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_06_clauses_r1_clean.wav
critical_06,clauses,1,competing_speech_-5dB,Omar Reed. Your appointment is Saturday. The time is eleven fifty a m. Pay fifty dollars by October twelfth. Your reference code is nine three five eight. Do not cancel the delivery.,"Omar Reed, your appointment is Saturday. Song of Myself, Section 51 by Walt Whitman. Read for LibraVox.org by Alan David Straight. Do not cancel the delivery.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_06_clauses_r1_competing_speech_-5dB.wav
critical_06,repeat,0,clean,"Omar Reed, your Saturday appointment is at eleven fifty a m, your payment of fifty dollars is due by October twelfth, and your reference code is nine three five eight. Do not cancel the delivery. Again, your reference code is nine three five eight.","Omar Reed, your Saturday appointment is at 11.50 a.m., your payment of $50 is due by October 12th, and your reference code is 9358. Do not cancel the delivery. Again, your reference code is 9358.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_06_repeat_r0_clean.wav
critical_06,repeat,0,competing_speech_-5dB,"Omar Reed, your Saturday appointment is at eleven fifty a m, your payment of fifty dollars is due by October twelfth, and your reference code is nine three five eight. Do not cancel the delivery. Again, your reference code is nine three five eight.","Omar Reed, your Saturday appointment is at 1150 A.M. Your payment of $50 is due by October 12th in your reference code 9358. Do not cancel the delivery. Again, your reference code is 9358.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_06_repeat_r0_competing_speech_-5dB.wav
critical_06,repeat,1,clean,"Omar Reed, your Saturday appointment is at eleven fifty a m, your payment of fifty dollars is due by October twelfth, and your reference code is nine three five eight. Do not cancel the delivery. Again, your reference code is nine three five eight.","Omar Reed, your Saturday appointment is at 11.50 a.m., your payment of $50 is due by October 12, and your reference code is 9358. Do not cancel the delivery. Again, your reference code is 9358.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_06_repeat_r1_clean.wav
critical_06,repeat,1,competing_speech_-5dB,"Omar Reed, your Saturday appointment is at eleven fifty a m, your payment of fifty dollars is due by October twelfth, and your reference code is nine three five eight. Do not cancel the delivery. Again, your reference code is nine three five eight.","Omar Reed, your Saturday appointment is at 11.50 am. Your payment of $50 is due by October 12th, and your reference code is 9358. Do not cancel the delivery. Again, your reference code is 9358.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_06_repeat_r1_competing_speech_-5dB.wav
critical_06,slow,0,clean,"Omar Reed, your Saturday appointment is at eleven fifty a m, your payment of fifty dollars is due by October twelfth, and your reference code is nine three five eight. Do not cancel the delivery.","Omar Reed, your Saturday appointment is at 11.50 a.m., your payment of $50 is due by October 12, and your reference code is 9358. Do not cancel the delivery.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_06_slow_r0_clean.wav
critical_06,slow,0,competing_speech_-5dB,"Omar Reed, your Saturday appointment is at eleven fifty a m, your payment of fifty dollars is due by October twelfth, and your reference code is nine three five eight. Do not cancel the delivery.","Omar Reed, your Saturday appointment is at 11.50 a.m. Section 51 by Walt Whitman. Read for LibriVox.org by Alan Davis Gray. 9-3-5-8. Do not cancel the delivery.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_06_slow_r0_competing_speech_-5dB.wav
critical_06,slow,1,clean,"Omar Reed, your Saturday appointment is at eleven fifty a m, your payment of fifty dollars is due by October twelfth, and your reference code is nine three five eight. Do not cancel the delivery.","Omar Reed, your Saturday appointment is at 11.50 a.m., your payment of $50 is due by October 12th, and your reference code is 9358. Do not cancel the delivery.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_06_slow_r1_clean.wav
critical_06,slow,1,competing_speech_-5dB,"Omar Reed, your Saturday appointment is at eleven fifty a m, your payment of fifty dollars is due by October twelfth, and your reference code is nine three five eight. Do not cancel the delivery.","Omar Reed, your Saturday appointment is at 11.50 AM, section 51, by Walt Whitman, readforleaverbox.org, by Alan Davis Gray. Do not cancel the delivery.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_06_slow_r1_competing_speech_-5dB.wav
critical_07,baseline,0,clean,"Priya Sen, your Tuesday appointment is at one twenty five p m, your payment of eighty dollars is due by November fifth, and your reference code is two eight four seven. Do not share the address.",pre-ascent. Your Tuesday appointment is at 1.25 p.m. Your payment of $80 is due by November 5th and your reference code is 2847. Do not share the address.,/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_07_baseline_r0_clean.wav
critical_07,baseline,0,competing_speech_-5dB,"Priya Sen, your Tuesday appointment is at one twenty five p m, your payment of eighty dollars is due by November fifth, and your reference code is two eight four seven. Do not share the address.","preassent, your Tuesday appointment is at 1.25pm, your payment of $80 is due by November 5th, and your reference code is 2847. Do not share the address.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_07_baseline_r0_competing_speech_-5dB.wav
critical_07,baseline,1,clean,"Priya Sen, your Tuesday appointment is at one twenty five p m, your payment of eighty dollars is due by November fifth, and your reference code is two eight four seven. Do not share the address.","Pre-SN, your Tuesday appointment is at 1.25pm, your payment of $80 is due by November 5th, and your reference code is 2847. Do not share the address.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_07_baseline_r1_clean.wav
critical_07,baseline,1,competing_speech_-5dB,"Priya Sen, your Tuesday appointment is at one twenty five p m, your payment of eighty dollars is due by November fifth, and your reference code is two eight four seven. Do not share the address.","Prius N, your Tuesday appointment is after 1-25 p.m., your payment of $80 is due by November 2, and your reference code is 2847. Do not share the address.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_07_baseline_r1_competing_speech_-5dB.wav
critical_07,clauses,0,clean,Priya Sen. Your appointment is Tuesday. The time is one twenty five p m. Pay eighty dollars by November fifth. Your reference code is two eight four seven. Do not share the address.,Pre-SN. Your appointment is Tuesday. The time is 1.25 p.m. Pay $80 by November 5. Your reference code is 2847. Do not share the address.,/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_07_clauses_r0_clean.wav
critical_07,clauses,0,competing_speech_-5dB,Priya Sen. Your appointment is Tuesday. The time is one twenty five p m. Pay eighty dollars by November fifth. Your reference code is two eight four seven. Do not share the address.,"Pre-SN. Your appointment is Tuesday. Song of Myself, Section 51, by Walt Whitman, read for LibriVox.org, by Alan Davis Drake. Do not share the address.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_07_clauses_r0_competing_speech_-5dB.wav
critical_07,clauses,1,clean,Priya Sen. Your appointment is Tuesday. The time is one twenty five p m. Pay eighty dollars by November fifth. Your reference code is two eight four seven. Do not share the address.,"Priya Sen, your appointment is Tuesday. The time is 1.25 p.m. Pay $80 by November 5th. Your reference code is 2847. Do not share the address.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_07_clauses_r1_clean.wav
critical_07,clauses,1,competing_speech_-5dB,Priya Sen. Your appointment is Tuesday. The time is one twenty five p m. Pay eighty dollars by November fifth. Your reference code is two eight four seven. Do not share the address.,"Pre-SN. Your appointment is Tuesday. Song of Myself, Section 51, by Walt Whitman. Read for LibriVox.org by Alan Davis Drake.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_07_clauses_r1_competing_speech_-5dB.wav
critical_07,repeat,0,clean,"Priya Sen, your Tuesday appointment is at one twenty five p m, your payment of eighty dollars is due by November fifth, and your reference code is two eight four seven. Do not share the address. Again, your reference code is two eight four seven.","Pre-assent, your Tuesday appointment is at 1.25pm, your payment of $80 is due by November 5th, and your reference code is 2847. Do not share the address. Again, your reference code is 2847.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_07_repeat_r0_clean.wav
critical_07,repeat,0,competing_speech_-5dB,"Priya Sen, your Tuesday appointment is at one twenty five p m, your payment of eighty dollars is due by November fifth, and your reference code is two eight four seven. Do not share the address. Again, your reference code is two eight four seven.","Priya Sen, your Tuesday appointment is at 1.55pm. Your payment is $80.00, David November 5th, and your reference code is 2847. Do not share the address. Again, your reference code is 2817.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_07_repeat_r0_competing_speech_-5dB.wav
critical_07,repeat,1,clean,"Priya Sen, your Tuesday appointment is at one twenty five p m, your payment of eighty dollars is due by November fifth, and your reference code is two eight four seven. Do not share the address. Again, your reference code is two eight four seven.","Pre-SN, your Tuesday appointment is at 1.25pm, your payment of $80 is due by November 5th, and your reference code is 2847. Do not share the address. Again, your reference code is 2847.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_07_repeat_r1_clean.wav
critical_07,repeat,1,competing_speech_-5dB,"Priya Sen, your Tuesday appointment is at one twenty five p m, your payment of eighty dollars is due by November fifth, and your reference code is two eight four seven. Do not share the address. Again, your reference code is two eight four seven.","Pre-SN, your Tuesday appointment is at 1.5pm, your payment is $80 in fees by November 5th, and your reference code is 2847. Do not share the address. Again, your reference code is 2847.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_07_repeat_r1_competing_speech_-5dB.wav
critical_07,slow,0,clean,"Priya Sen, your Tuesday appointment is at one twenty five p m, your payment of eighty dollars is due by November fifth, and your reference code is two eight four seven. Do not share the address.","Pre-SN, your Tuesday appointment is at 1.25 pm, your payment of $80 is due by November 5, and your reference code is 2847. Do not share the address.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_07_slow_r0_clean.wav
critical_07,slow,0,competing_speech_-5dB,"Priya Sen, your Tuesday appointment is at one twenty five p m, your payment of eighty dollars is due by November fifth, and your reference code is two eight four seven. Do not share the address.","Pre-SN, your Tuesday appointment is at 125 PM, the payment of $80 is due by November 5th, and your reference code is 2814. Do not share the address.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_07_slow_r0_competing_speech_-5dB.wav
critical_07,slow,1,clean,"Priya Sen, your Tuesday appointment is at one twenty five p m, your payment of eighty dollars is due by November fifth, and your reference code is two eight four seven. Do not share the address.","Pre-Ascend, your Tuesday appointment is at 1.25 pm, your payment of $80 is due by November 5th, and your reference code is 2847. Do not share the address.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_07_slow_r1_clean.wav
critical_07,slow,1,competing_speech_-5dB,"Priya Sen, your Tuesday appointment is at one twenty five p m, your payment of eighty dollars is due by November fifth, and your reference code is two eight four seven. Do not share the address.","Preasen, your Tuesday appointment is at 1.35 p.m. Your payment of $80 is due by November 6th, and your reference code is 8847. Do not share the address.",/content/drive/MyDrive/DataForge/delivery_ab/outputs/6bd1eb398398af0e/clips/critical_07_slow_r1_competing_speech_-5dB.wav
